id,clinical_case,cc_question_number,question,answer,medical_subject,question_type,a_signal_gravite
1748,"F.P., âgé de 45 ans, a consulté récemment pour trouble obsessionnel compulsif. Son médecin lui a proposé une traitement à base de clomipramine (ANAFRANIL􏰗) à la dose de 225 mg par jour, associé à de l’oxazépam (SERESTA􏰗) :10 mg trois fois par jour, ce dernier médicament étant prescrit pour une durée de 3 semaines. Le 6ème jour de traitement F.P. perd son frère de 50 ans dans un accident. Ce drame le fait basculer vers une tentative de suicide : en effet, il absorbe 3 grammes d’ANAFRANIL et 80 comprimés à 10 mg de SERESTA. Le SAMU le secourt à domicile, 2 heures plus tard. F.P. est retrouvé comateux, non réactif aux stimulations nociceptives, calme, avec un tonus musculaire normal, un rythme cardiaque à 130 battements par minute ; il existe une mydriase bilatérale faiblement réactive, un globe vésical. L’ECG révèle un espace PR à 0,16 seconde (Normal :0,12 seconde), un QRS à 0,10 seconde (Normal :0,04 seconde). La pression artérielle est à 100/60 mm Hg. Le patient subit une intubation orotrachéale et une ventilation mécanique.",1,Commenter l’association de ces deux médicaments chez Monsieur F.P.,"Le traitement antidépresseur par la clomipramine, antidépresseur tricyclique, peut être associé à une benzodiazépine anxiolytique, ici l'oxazépam. Cette association en début de traitement n'est pas systématique (RMO) mais peut se justifier en raison de l'importance des troubles obsessionnels et du risque de levée d'inhibition. La durée du traitement anxiolytique doit être courte, ce qui est le cas chez ce patient (3 semaines).",Pharmacy,Reasoning,True
1764,"Un homme de 35 ans, ancien toxicomane, est hospitalisé pour une hémiplégie d'évolution progressive ayant débuté par le bras droit. On note des trépidations épileptoïdes à droite, une fièvre et des adénopathies. Les examens biologiques effectués mettent en évidence des activités enzymatiques ASAT, ALAT et gamma-GT à 3 fois la normale. La numération plaquettaire est égale à 41 G/L, celle des lymphocytes T et en particulier T4 montre un effondrement de ces 2 éléments. La moëlle est riche en cellules de la lignée plaquettaire. La sérologie met en évidencela présence d'Ac anti VIH et anti HCV. Il existe une légère protéinorachie, mais le LCR se révèle stérile.
 L'examen tomodensitométrique du cerveau révèle une lésion « en cocarde » de 2 cm de diamètre qui oriente vers le diagnostic de toxoplasmose cérébrale. Le traitement antiparasitaire suivant est instauré :
 - Pyriméthamine (Malocid®) : 200 mg per os à j1 puis 75 mg par jour 
 - Sulfadiazine (Adiazine®) : 6 g par jour en 2 prises per os
 - Folinate de calcium (Osfolate®) : 50 mg 2 fois par semaine per os.",1,Commentez les résultats des examens biologiques pratiqués. Comment interpréter l'événement diagnostiqué ?,"L'élévation des activités enzymatiques signe une cytolyse probablement liée à l'hépatite C.
 Il existe une thrombopénie d'origine périphérique souvent observée chez les patients VIH+, et due à une destruction par des anticorps antiplaquettes.
 La sérologie et l'historique du malade font penser à la phase inaugurale d'un SIDA phase qui débute le plus souvent par une infection opportuniste de type toxoplasmose ou pneumocystose notamment. II existe un syndrome d'immunodépression franche objectivé par la chute des T4. La protéinorachie traduit la réaction méningée due au parasite. La stérilité du LCR est liée au fait que la toxoplasmose invasive reste cérébrale.",Pharmacy,Reasoning,True
1773,"Madame F., âgée de 27 ans, transportée par Ie SAMU entre au Service de Réanimation de l'hôpital à 18H. Son mari l'a découverte dans un état semi-comateux et il soupçonne une tentative d'autolyse. Elle est traitée depuis peu pour un syndrome dépressif. Les sauveteurs ont retrouvé à proximité un étui vide de comprimés de LAROXYL 25® (un étui contient 60 comprimés à 25 mg d' amitriptyline). Sa dernière ordonnance remonte à 4 jours et le médecin prescrivait deux comprimés par jour. D’après les renseignements obtenus, la prise de médicaments semble remonter à 14 heures.
 A son arrivée dans le service, elle présente :
 - Un coma modéré de stade II ; elle réagit aux stimuli nociréceptifs
 - Il n'y a pas de dépression respiratoire.
 - Par contre, elle est très agitée et secouée fréquemment par des mouvements cloniques, avec tremblements fins des extrêmités.
 - L'examen de sa pupille montre un état de mydriase et sa bouche est très sèche.
 - Sa température est à 37,2 0C. La tension artérielle est de 90/60 mm Hg.
 - A l'auscultation directe, on note une tachycardie.
 Le diagnostic posé est celui d'une intoxication par les antidépresseurs tricycliques",1,"Parmi les signes cliniques observés, quels sont ceux qui vous paraissent les plus caractéristiques de cette intoxication ? La symptomatologie observée chez cette patiente vous paraît-elle en rapport avec la dose susceptible d'avoir été ingérée ?","Signes caractéristiques : coma modéré, tremblements, mydriase, tachycardie. Doses toxiques. supérieures à 1 g chez l'adulte. Le pronostic vital est en jeu pour des doses supérieures à 2 g sans traitement.",Pharmacy,Reasoning,True
1782,"Madame H..., âgée de 27 ans et mère d'un enfant de 3 ans, est secrétaire dans une administration. Une visite de médecine du travail ne révèle aucune anomalie à l'examen clinique mais les résultats d'un hémogramme de contrôle montrent:
 Érythrocytes 5,6 T/L
 Hémoglobine 121 g/L
 Hématocrite 0,40
 Réticulocytes 0,5%
 Leucocytes 5,4 G/L
 Plaquettes 254 G/L
 Polynucléaires neutrophiles : 74 %
 Lymphocytes : 22 %
 Monocytes : 4%
 Vitesse de sédimentation : 6 mm à la première heure.
 Un dosage de fer sérique est demandé et donne une concentration de 18 micromoles/L avec un coefficient de saturation de la transferrine de 37 %.",1,Commentez les résultats de l'hémogramme. Précisez les anomalies observées.,"L'hémogramme ne montre aucune anomalie au niveau des leucocytes et des plaquettes. par contre les érythrocytes (5.6 T/L) sont élevés pour une femme (N = 4.2 à 5.2 T/L). De plus on note une microcytose franche (71 fL) (N de 80 fL à 100 fL).
 Les autres constantes érythrocytaires donnent: CCMH 30 % ; TGMH 21 pg. Mais il n'y a pas d'anémie (hémoglobine supérieure à 120 g/L) de sorte que le taux bas de réticulocytes est normal.
 VS normale.
 En résumé = microcytose avec augmentation modérée du nombre des hématies.",Pharmacy,Reasoning,True
1795,"Une malade diabétique et asthmatique âgée de 42 ans recevant une insulinothérapie par voie S.C avec une injection d'insuline Actrapid® à 7 h et 19 h et une injection d'insuline Monotard® à 19 h, est hospitalisée d'urgence. Son médecin traitant et son entourage indiquent qu'elle reçoit depuis 4 jours suite à l'aggravation de son asthme:
 1 comprimé de terbutaline = Bricanyl LP®. 5 mg matin et soir
 1 comprimé de prednisolone = Solupred® 20 mg le matin
 5 à 6 bouffées par jour de salbutamol = Ventoline®
 De plus, la malade a une fièvre à 39°C depuis 24 heures, en rapport avec une plaie infectée au niveau d'un doigt.
 A son entrée à l'hôpital le médecin observe des troubles de la conscience avec une diminution des réflexes tendineux, un état comateux et une odeur de « pomme de reinette » de l'haleine. Le bilan biologique initial est le suivant:
 PI- - Glucose 12 mmol/L
 PI- - Sodium 139 mmol/L
 PI- - Potassium 5,3 mmol/L
 PI- - Chlorure 103 mmol/L
 PI- - Créatinine 105 mmol/L
 PI- - Urée 9,5 mmol/L
 Sg- -A Bicarbonate 16 mmol/L
 Sg- -A pH 7,2
 Glycosurie + + + + et acétonurie + + + + mesurées à la bandelette Kétodiastix®.",1,"A partir de l'état clinique de la malade et des données biologiques, quelle complication du diabète peut-on envisager? Précisez et argumentez votre réponse.","Cette malade présente un état d'acido-cétose net qui constitue une complication du diabète insulinodépendant. L'odeur de « pomme de reinette de l'haleine, les troubles de la conscience, l'abolition des réflexes tendineux, suivis d'un état comateux sont largement en accord avec le bilan biologique révélant :
 une importante hyperglycémie et glycosurie.
 une acétonurie nette,
 un effondrement des bicarbonates et du pH sanguins qui signent l'acidose,
 une légère augmentation du potassium et de l'azotémie.",Pharmacy,Reasoning,True
1846,"Il s'agit d'une jeune femme de 22 ans hospitalisée en urgence. A l'arrivée la patiente est dans le coma et présente une hypothermie à 32°C. A la vue du bilan d'entrée, un traitement par insuline est instauré, avec simultanément perfusion de sérum bicarbonaté en fonction du pH du sang artériel. Le bilan d'entrée est le suivant:
 1 ° Gazométrie
 Sg- Artériel – pH = 6.80
 - pO2 : 19.1 kPa
 - pCO2 : 1.3 kPa
 - HCO3- calculé = 3 mmol/L
 2° Biochimie
 Se- Sodium : 138 mmol/L 
 Se- Potassium : 4,5 mmol/L 
 Se- Chlore : 102 mmol/L 
 Se- HCO3- : 6 mmol/L
 Se- Urée : 7,80 mmol/L
 Se- Glucose : 38 mmol/L 
 Se- Calcium : 2,34 mmol/L",1,Commentez ce bilan - calculez le « trou anionique ».,"Sont augmentés: pO2, urée, glucose (+ + +).
 Sont diminués: pH (effondré), pCO2, bicarbonates (effondrés)
 Trou anionique = (138 + 4,5) - (102 + 6) = 34,5 mmol/L .",Pharmacy,Understanding,True
1867,"M. A..., 42 ans, 1,72 m, 86 kg, consulte son médecin car depuis quelque temps, il a souvent des maux de tête et il s'essouffle facilement. Sa tension artérielle est de 190/105 mm Hg, le pouls à 80/min. L'examen clinique, l'interrogatoire et les examens paracliniques permettent de poser le diagnostic d'angine de poitrine. Un bilan biologique est effectué et donne les résultats suivants :
 Se- ASAT 30 °C SFBC : 55 UI/L 
 Se- ALAT 30 °C SFBC : 35 UI/L 
 Se- CK 30 °C SFBC : 225 UI/L 
 Se- GGT 30 °C SFBC : 62 UI/L
 Pl- glucose à jeûn : 6.2 mmol/L 
 Pl- urée : 4.5 mmol/L
 Pl- créatinine : 92 micromol/L
 Pl- acide urique : 485 micromol/L 
 Se- cholestérol : 9.8 mmol/L
 Se- triglycérides : 1.9 mmol/L
 Un traitement comportant:
 - Dinitrate d'isosorbide 5 mg (Risordan 5®), 3 comprimés par jour
 - Acébutolol 200 mg (Sectral 200®), 2 comprimés par jour, est proposé.",1,"Commentez les résultats biologiques. Quels sont, chez ce malade, les facteurs de risque de la pathologie constatée?","a) augmentés: glucose, acide urique. cholestérol. Triglycérides, CPK et gamam-GT, ASAT est légèrement augmentée.
 b) L'hypertension et l'obésité.
 L'hypercholestérolémie, l'hypertriglycéridémie. l'hyperglycémie et l'hyperuricémie sont des facteurs majeurs de risque coronarien.",Pharmacy,Reasoning,True
1918,"En janvier 2001, un homme de 28 ans est retrouvé inanimé près d'un chauffe-eau dans la salle de bains de son appartement. Il présente un tableau de coma avec conservation des réflexes photo-moteurs, réflexes cutanés faibles et abolition des réflexes ostéo-tendineux. Il existe une hypotonie des 4 membres et une respiration très irrégulière de faible amplitude. La fréquence cardiaque est à 80 et la TA à 90/60 mm Hg. Il n'y a pas d'hépatomégalie ni de splénomégalie.
 48 heures après, on note une élévation des enzymes sériques avec des CK à 10 000 UI/litre (Normales 30 à 200 UI/I) ainsi que des urines rares et foncées.
 Alcoolémie: 0,28 g ‰
 SgA-pH(à37°C) 7,27
 Sg A-pO2 : 7,29 kPa ou 55 mm Hg 
 Sg A-pCO2 : 6,7 kPa ou 50 mm Hg 
 Sg A-Bicarbonate: 18 mmol/L 
 Sg-Hémoglobine: 9,1 mmol/L",1,Quel diagnostic peut-on envisager? Comment le prouver?,"Hiver. pièce mal ventilée. Chauffage au gaz défectueux. Combustion du gaz incomplète. Diagnostic: suspicion d'intoxication oxycarbonée.
 Biochimie:
 - très légère acidose.
 - pO2 abaissée, pCO2 augmentée avec une Hb normale. Confirmation de l'intoxication: - dosage de HbCO dans le sang.",Pharmacy,Reasoning,True
1935,"Monsieur F..., âgé de 33 ans, est admis en urgence à l'hôpital. Il est dans le coma, hyperpnéique et déshydraté. De plus, il souffre de nombreux furoncles. Les examens biologiques pratiqués à l'admission donnent les résultats suivants :
 Pl-Sodium: 144 mmol/L
 Pl-Potassium: 5.1 mmol/I 
 PI-Bicarbonate: 11 mmol/I 
 SgA-pH 7.25
 SgA-P C02 25 mm Hg
 SgA-P 02 98 mm Hg
 PI-Glucose : 28 mmol/L
 Se-Protéines 82 g/L 
 Hématocrite 0,57
 Une perfusion contenant de l'insuline est instituée, ce qui améliore l'état du patient. Trois jours après, un anthrax se développe et le diabète est de nouveau incontrôlé avec coma et hyperpnée. La dose d'insuline est doublée.",1,Commentez les résultats biochimiques obtenus à l'admission.,"Paramètres biochimiques:
 - augmentés: glucose, protéines, hématocrite. potassium, sodium. 
 - diminués: bicarbonates, pH, pC02",Pharmacy,Reasoning,True
1958,"A l’occasion d’une visite médicale systématique, une hypertension artérielle modérée (150/95 mm Hg) est découverte chez un homme de 46 ans. A l’interrogatoire, il dit présenter depuis plusieurs mois une asthénie chronique, des crampes et des fourmillements dans les extrêmités. Il ne présente pas d’œdème. Les examens sanguins et urinaires sont les suivants : - Sang:
 - Pl Sodium : 144 mmol/L
 - Pl Potassium : 2,2 mmol/l
 - Pl Chlorure : 95 mmol/L
 - Pl CO2 total : 32 mmol/L
 - SgApH: 7,49
 - Se Protéines : 70 g/L
 - Sg Hématocrite : 0,43
 - Pl Glucose : 5,1 mmol/L
 - Pl Urée : 4,5 mmol/L
 - Pl Créatinine : 74 micromol/L
 - Urine : 
 - U Sodium : 40 mmol/L
 - U Potassium : 60 mmol/L",1,Commenter l’ensemble des résultats biologiques ; quelles sont les valeurs usuelles chez l’adulte de chacun des paramètres sanguins indiqués pour ce patient ?,"Pl Sodium: 135 - 145 mmol/L
 Pl Potassium: 3,5 - 4,5 mmol/L
 Pl Chlorure : 95 - 105 mmol/L
 PI CO2 total: 22 - 28 mmol/L
 SgA pH : 7,35 - 7,45
 Se Protéines : 65 - 80 g/L
 Sg Hématocrite : 0,42 – 0,54
 Glucose : 3,90 – 5,30 mmol/L
 PI Urée: 2,5 - 7,5 mmol/L
 PI Créatinine: 45 - 105μmol/L 
 Sont observées chez ce patient une hypokaliémie sévère, une alcalose métabolique (augmentation du pH et CO2 total) ainsi qu'une inversion du rapport Na+/K+ urinaire.",Pharmacy,Understanding,True
